	3A_1_log2FC	3A_1_padj	3A_12_log2FC	3A_12_padj	3Amk_1_log2FC	3Amk_1_padj	3Amk_12_log2FC	3Amk_12_padj
ybfK	NA	NA	NA	NA	NA	NA	NA	NA
kdpE	-3.1499385273062	0.208012436118586	3.3500045365115	0.161017463905986	2.09159813068943	0.25632986378271	3.14002649463036	0.193140719724986
kdpD	-0.242298708971988	0.753939017713343	-0.381557231899824	0.446559219933821	0.210905426029644	0.76319080560554	-0.937503247738508	0.0378146109848151
kdpC	-1.8943570605334	0.114876499778442	-1.49216776640115	0.160987159517617	-1.04740873368145	0.410332916667666	-2.0975723286692	0.0426621255390797
kdpB	0.79938303754012	0.79273909838243	-1.92571830148607	0.314500297091051	-0.97901037842584	0.718867427045322	-0.073830710742989	0.973131831766952
kdpA	2.44720262532381	NA	-2.33855485467253	NA	-2.31259029406605	NA	2.5839961510357	NA
kdpF	4.37996651096218	NA	-2.33853773340375	NA	0.791958008288556	NA	-2.1273403744674	NA
ybfA	0.882705611234335	0.266657663555739	-5.39321317720121	6.26064850575468e-25	0.0246310951605141	0.982902944794158	-7.30255599038524	3.88608299562103e-35
rhsC	1.09144595342466	0.0691343021986039	-0.661760115799802	0.313827085913198	1.92335506724008	0.000107084512582595	-0.0556723445977315	0.941289003352727
ybfB	5.51800256946241	0.0199464591251021	-1.1602472260436	0.482056686287034	9.09104600550719	6.37535579443906e-06	-0.821243297689544	0.623136754564897
ybfO	1.95200778694105	0.165056452960291	0.436987594663319	0.793756143900744	3.17108406655024	0.0060850739908904	-0.0010581558337084	0.999380139596549
ybfC	1.5132541649486	0.629139057786771	-1.4389261114938	0.50346939088965	2.47756800723051	0.284765390746706	-4.91829981217035	0.0286649099092213
ybfQ	0.620524684063402	NA	3.31061227118222	NA	0.79196783374634	NA	-2.12736676739837	NA
ybfL	5.33243314225317	0.180554090836759	-1.34046447558776	NA	4.03809624232897	0.310868983807666	-1.26754296829063	NA
ybgA	-1.44938988231286	0.000147239898581512	0.367999961269709	0.445421999943965	-0.0940984419954006	0.897882198049622	0.464015534917153	0.316699310802068
phr	-1.44720748721612	1.52023357462679e-07	0.641880063422279	0.0478219628612515	0.131923011778574	0.783480746619846	-0.417681506491899	0.229340794349558
ybgH	-0.890639243293722	0.601152730270418	1.11995893870922	0.486623576285391	-1.25312377592005	0.354794248522074	1.60931679092915	0.288125497647004
ybgI	0.504285027675896	0.41261986009966	2.09022661077665	1.85750905744494e-05	-0.899309722956622	0.05858829684345	1.26883562114171	0.0154730970589799
ybgJ	0.144654045606492	0.915596172615165	1.18439955403274	0.0994994244486405	-1.25090836405729	0.0746848001437261	-0.197922142356783	0.822903811046581
ybgK	0.0419089907373172	0.970120680212884	0.878137402146606	0.16385065074494	-0.692805157908623	0.272748660279638	-0.443121256485338	0.527231518210065
ybgL	-0.254545120269354	0.777549348039064	0.216445250634421	0.762386527750293	-0.245584349508582	0.760071332584762	-0.224852293696491	0.742154279651542
nei	-0.201289602636436	0.848258696850172	-4.67257831467279	4.63786870844657e-11	0.224108049604115	0.808202675898739	-0.335464472686075	0.623136754564897
abrB	0.590046499941351	0.452366744586876	4.38352675234736	0.0139222748125929	-0.0772176066128225	0.942484407255731	5.50981638793423	0.00147631183248062
ybgO	-0.56236846520113	0.940875176382886	0.0422382668984998	NA	0.188961848694421	0.97644756411684	2.29619523796099	NA
ybgP	-0.477301079908624	NA	-2.33855197923048	NA	-3.75921977706782	NA	-2.12735333372905	NA
ybgQ	-0.554477547065879	NA	1.17978892453045	NA	-3.11516721380159	NA	1.49714014496627	NA
ybgD	-1.6739454385787	NA	-2.33855739908552	NA	-5.56389342188612	NA	-2.12735826410768	NA
gltA	1.18671336723293	0.00114573379900882	3.0162418615816	1.9334781833877e-19	-0.0247704246520546	0.969610078373952	1.70359866095938	1.2442355509203e-06
sdhC	1.54041178885145	0.0637802113805251	-0.060618549586721	0.973060095898456	1.07866234605033	0.209631264462267	3.64981162989542	0.000550706711478035
sdhD	0.4639168300425	0.753939017713343	-0.900422175155702	0.777001391016721	0.89376178729875	0.390650013255878	5.21400842864688	0.00483478115719225
sdhA	0.678565844791878	0.148589178269197	1.98208294781466	0.00146950261207283	-0.838682115262405	0.0449061379338641	3.45394634078774	2.65033419789489e-09
sdhB	0.640753190243003	0.0691091403535908	2.01573006008763	0.00251821564027617	-0.730287957137162	0.0248051408171855	4.48562930235947	1.05804485589473e-13
sucA	0.373739091801391	0.416546389644828	1.57854255882363	0.000501456971240945	-0.35123837435823	0.390650013255878	3.64976586876281	1.04928406731731e-18
sucB	-0.132527319933876	0.812033358361223	0.926234017054796	0.00755374538202112	-0.98190365267699	0.000817752843033704	2.93477533561158	1.08161199947325e-21
sucC	-0.332081611772805	0.66295584826574	1.87519806653453	0.00097269547940665	-0.522334975794937	0.358947999301437	2.97517280034028	3.00656087471085e-08
sucD	-0.279933745494313	0.881624322969395	0.765273610578851	0.466714226714352	-0.708399369276759	0.585761137246048	1.10781896609839	0.262434990805303
mngR	0.891749489925049	0.243453997250637	0.562030203021468	0.472889368629889	0.236909898002863	0.817781602586194	-0.259468643413569	0.753645754814792
mngA	2.55572518955206	0.309292297588974	-6.89316598842912	0.0044002355993394	2.6593149505237	0.235833130829775	-6.68196489388465	0.00597764248273558
mngB	-0.357569132933103	0.672889237686087	0.900418033473652	0.19549521927377	0.432597249823951	0.525666633212381	0.572251634149176	0.436432489627871
ECDH1ME8569_0691	6.2920131414129	NA	-2.33853816255775	NA	0.791958153623793	NA	-2.12734076486376	NA
cydA	0.0723905231082356	0.926386159031031	-1.01020430090261	0.00390758099592606	-0.210011698275276	0.71008030377821	-1.50747132396566	6.40416197587914e-06
cydB	0.00621803660934124	0.99455119964781	-2.42620611417417	5.05203352087535e-22	0.137985551399675	0.771047934566888	-2.61464795181878	2.16635773666522e-25
ybgT	0.250561190635003	0.538577308858504	-2.9433794888418	1.95846294369713e-35	0.400437960321652	0.193452857728966	-2.32580839891229	7.85150658497392e-23
ybgE	0.363085415060472	0.693018156159086	-3.91964747537159	1.00470160498691e-15	0.819215500035293	0.19281143945477	-2.22915086524236	6.40416197587914e-06
ybgC	-0.196508754479315	0.851393243627177	-0.415804423241103	0.554197538221745	-0.254659930413871	0.773331896440933	0.163381852430159	0.827178527879418
tolQ	0.45112582560263	0.625871573281714	-0.923749665707755	0.148924210202422	1.20116549009518	0.048964978987054	-0.297853424993459	0.671449830982138
tolR	0.234368941874789	0.891666694513502	-0.642633850909138	0.541758342977108	0.688860436001858	0.543665800388783	-0.562206315242933	0.591174693565257
tolA	-0.0562373464252361	0.954191412391537	0.213760626194455	0.692624606973108	0.0843912652864525	0.924169821263185	-0.277732820883725	0.588040318905455
tolB	0.319274881696065	0.613495978790928	0.890283943738931	0.0314708580059218	-0.504879325490417	0.291674255573974	1.56179453954128	5.35082563595113e-05
pal	0.425086036204882	0.333573084174018	0.547937111521262	0.118969940606595	0.167727647461589	0.746039017471118	0.375486041299036	0.306735016184173
ybgF	-0.257964381840923	0.744472370854015	-0.121649176353148	0.827661517155323	0.703921610480133	0.173872675656941	-0.462173003470288	0.354680000101973
nadA	1.24066340342459	0.00107584946620304	-2.7509199124425	2.83856824307754e-16	0.43613709737925	0.36293131366709	-2.91994286356057	4.35292858181318e-18
pnuC	1.85496153550521	5.48272499587876e-11	-1.88112660631583	3.89840084873879e-11	0.641636231129453	0.064187838235803	-2.50121649853603	9.15500989698241e-19
zitB	0.252973425454238	0.817373792637755	2.8848119919704	6.45460692467891e-07	-0.9112605319373	0.184534205764484	0.593878776017101	0.399068343685766
ybgS	-2.20426651082995	1.30799291849507e-10	-1.43485300883744	2.91016785282351e-05	-0.585374986653814	0.179925785642735	-3.43061983601664	4.80458816475791e-26
aroG	0.840567832146222	0.0481973101681172	0.970685181171999	0.0238544147348589	-0.473897824457582	0.31242694273562	0.341376239060996	0.48570938620996
gpmA	-0.331169483547338	0.52906312500216	-1.1904331674695	0.000188752621831704	-0.932310174098522	0.00788701326615608	-2.66116102646471	3.82548803015966e-19
galM	-0.331295493977659	0.763434774308082	-0.484656893141479	0.530593715858717	-0.448898714007845	0.606618107062853	0.788094835517503	0.266916584768936
galK	-0.261384572437838	0.87824868633874	-0.0208474513561327	0.988642778556141	-1.2847541067686	0.19183838166204	-0.0871194188690356	0.94160580538996
galT	0.613026016481651	0.571662236229267	0.745729313938766	0.471185924319411	-0.0610292522514018	0.963877194314754	1.12516732023956	0.24490812430728
galE	-0.584061886116617	0.537119840907279	0.9430884442097	0.284034828542016	-0.307053598525574	0.755886750767684	0.720709630319056	0.424436094812624
modF	0.829179513443242	0.336634091483223	0.6953852839659	0.366246512151549	0.88007251480969	0.247779175934122	-0.352123600688878	0.666925161794526
modE	-0.317771213764966	0.836472320668901	3.88722367132396	0.0318197385989513	0.864720557375845	0.388005045279935	2.46559772806479	0.201351224928504
ybhT	-1.60982176525948	0.760984631998463	-2.33857495543349	0.586827243811013	-0.306535728011755	0.957678315413608	3.91376809140763	0.268836279468086
modA	1.37445187864252	0.00412630419389205	-2.34190865141627	7.50105058583752e-05	2.62639062840374	3.8157826172006e-10	-0.652694684544993	0.292509649272952
modB	0.431196412454405	0.647802651971699	-0.731164093787238	0.688618166686716	0.659744391487738	0.355355309909042	1.23751557243928	0.420168939608019
modC	0.912987304924455	0.117838079717537	2.1954357419508	0.238770012177873	1.15918705843812	0.0243544088368041	3.79127293928505	0.0268480085780079
ybhA	0.0257363067346164	0.99455119964781	-0.60185739199752	0.765915265365272	-0.170115571491519	0.954222368358684	-1.12811561088517	0.545592689238404
ybhE	-0.405671538285433	0.359783702660961	0.376637663118032	0.333640170046051	-1.04664086440927	0.00104662658868975	-0.592131475054985	0.113747308334056
ybhD	1.64907242012494	0.800140526063972	1.03346640861421	0.828637016203754	2.27793475250418	0.660056446502855	1.56254083878998	NA
ybhH	-1.4879220711763	NA	-2.33853773340375	NA	4.61305383346904	NA	-2.1273403744674	NA
ybhI	0.620516985595319	NA	0.612123205734452	NA	0.791958008288553	NA	-2.1273403744674	NA
ybhJ	0.046461728016876	0.992449814342404	0.048848049760574	0.986517577065163	0.706852965706516	0.809368729583692	-0.586790682383326	0.78686627883945
ybhC	0.00977987212846078	0.99455119964781	3.4362759789015	0.000306582085949765	0.326521919499786	0.684751467096191	3.22174304794132	0.000827329993968658
ybhB	-1.68843862048381	0.00737654047453605	1.83027617563394	0.010051832445825	-1.20575332009272	0.065931572454812	0.699542297445175	0.385250783614915
bioA	-1.00220249094737	0.702285622479867	-0.463567755045593	0.828637016203754	0.994619231426912	0.646960345598419	2.32722170318417	0.194287348296904
bioB	-0.431910931867991	0.849193990671038	-4.19490139198484	0.00135912088996963	0.526372618122737	0.783480746619846	-0.188578224976815	0.900496649416384
bioF	-1.93276111554882	0.0744244027513338	-6.45738787736995	0.000448515945385842	0.332465132604582	0.830507111195335	0.563379052346816	0.611532739811765
bioC	-0.172918086528604	0.926516951340348	-2.33858100540677	0.41313223795254	0.437566356936125	0.752439469895273	4.91793748878765	0.00837422140207224
bioD	-0.563526815376801	0.879252183614885	3.13244323722387	0.241452110589003	0.525708708151647	0.876837017963721	4.43408837562947	0.0795203596202747
uvrB	0.236860272278389	0.604611224299912	-0.470908747019732	0.109627053378905	0.692394713319693	0.0200597637055986	-1.49696273848668	1.00278828268117e-08
ybhK	0.577592792682775	0.674328405930753	-0.244645498318535	0.828637016203754	0.179591938134292	0.912629780188323	-0.627710298681034	0.555202111287516
moaA	-0.34946766205137	0.624239144394656	-1.64126245077164	0.00011518129712028	-0.226195886420406	0.747465592943876	-1.89467482614654	8.13156173008617e-06
moaB	-1.33368727310163	0.159874913623521	0.605668876260734	0.499537501988247	-1.31573505809808	0.139247734734159	-0.919082323315002	0.281193047379563
moaC	-0.853148098034814	0.283878207931517	0.555121875671102	0.463788929292607	-1.20310356373584	0.0740563829716773	-0.953957768025253	0.190592349418515
moaD	-2.94297436049887	0.00030959525878439	-1.50375448731813	0.055405141737643	-1.04545473717392	0.261294772572179	-2.1879729581906	0.0044757233168495
moaE	-1.25232185806393	0.494384183641044	0.158548740742566	0.927560409927214	-1.74820905086176	0.239693045877264	-0.372815265957095	0.815390394461267
ybhL	-0.468344366695747	0.0526973533615862	0.381558869439738	0.0816848544083251	-1.10896659271607	1.57288339564622e-08	-1.59505956696756	5.74356398605432e-17
ybhM	-1.59335548052919	0.578155822242206	-1.39865277961355	0.516265566105486	0.0799701021616173	0.981768364416065	-2.45309789067656	0.235043156872021
ybhN	-0.944247355746361	0.401584003693974	0.85386339774358	0.343614564201606	-0.740871091241742	0.488300158761797	-0.495366888286007	0.601719885614419
ybhO	-1.17902266472677	0.0757790653107148	0.989209232304233	0.102453275577284	-1.31137270910447	0.0325276923251841	-1.61972925749369	0.00644570953623923
ybhP	-0.744643452784255	0.320538077031356	1.33463929273977	0.0240730350743759	-1.63746414094955	0.00464595497591911	-1.22209127030693	0.0511237360645989
ybhQ	-0.707486684515715	0.574589949671228	2.02231445954584	0.18534888803429	-1.36588781919631	0.145093559764082	2.60533459871424	0.0768934820947804
ybhR	-0.438548035667584	0.581750748682583	1.37410966568852	0.021941632834643	-0.166582237361319	0.852545265186352	2.23173887179247	7.37078954334999e-05
ybhS	-0.343343185676724	0.770540561506429	1.35664073390365	0.0989759273133566	-0.9451189138286	0.223749488340497	2.42613769990573	0.0015041045056105
ybhF	-0.491794005598362	0.296016788959577	0.1555762238967	0.760640771324401	-0.551070769021985	0.1826019688172	0.627061968901073	0.140300452914024
ybhG	-0.720707438027957	0.469690923993583	1.02195427967472	0.19289686368584	-0.906755258193596	0.26433811158006	1.09301806075779	0.159932870351595
ybiH	-0.403572602296711	0.672889237686087	0.157203759214159	0.836649538326001	-1.10410527229243	0.0821634470209484	0.534485762954386	0.435787576485111
rhlE	-0.0733314292509658	0.951249767805628	0.457952898568906	0.575265272102177	1.53050316481556	0.00525133343077172	0.271066944869735	0.74581282552759
ybiA	-1.36153348909595	0.699132331525	-2.19486556352213	0.345978031436004	-1.55753329919902	0.601005464435711	-1.41718254031276	0.548531529398976
dinG	0.0838175725750384	0.919616636808658	1.03988210100543	0.0256137911864887	-0.621030367057818	0.177722769812975	0.129071002209548	0.825988384105871
ybiB	-1.231972217851	0.0429003381443235	1.71849619892478	0.00215772028479866	-1.20097335882354	0.0391936883241072	-0.223855936728067	0.747245055223955
ybiC	0.310737300075332	0.670055187462984	1.05783909019927	0.0327053502349292	-1.00873827435807	0.0306822266510563	0.133526898237469	0.829304132167869
ybiJ	-0.556747882107063	0.504200191439182	-0.783898665464659	0.166811321344093	0.465070161172759	0.532676882317535	-1.85600004578653	0.000323703153287726
ybiI	-2.12377434479849	0.119307674754498	0.583942111569998	0.675307811489608	-2.44815695939676	0.0487056783610055	-0.456344459872485	0.741490492737131
ybiX	-1.08876305320441	0.702648404282439	-4.72788032321765	0.0043757753582159	-0.56606988209111	0.846792804373487	-2.97010263982683	0.0770414150573891
fiu	1.81595150294222	0.335948077213749	-3.57762385342847	0.0040670528337117	2.14173009882115	0.184534205764484	-1.63255602102708	0.217023006581321
ybiM	-0.964085709578282	0.246918835038652	-2.87811854805956	6.10633185456149e-14	0.269203843763089	0.774716556007499	-5.01814199767075	1.83076053856155e-38
ybiN	0.704099468992818	0.65182105582771	1.01937730094873	0.44731081510252	0.217490865629735	0.907169518050829	-0.868215688919992	0.544223700019343
ybiO	-0.336018873834735	0.582899396419249	0.522800639670407	0.235769722492179	-0.607986094461281	0.180340289584569	0.750909605585792	0.0738867246050308
glnQ	-2.41439039370236	3.55690877352874e-06	-5.74260696803785	1.48374809371671e-35	-3.65122638164085	4.11420326146231e-12	-5.51563594972212	8.21995444421219e-33
glnP	-2.57552099372582	1.03920149798923e-06	-6.44195547016511	1.25813884946972e-46	-2.12706846591009	6.23715417264242e-05	-6.08707049378613	5.13361096039673e-42
glnH	-2.9988575070866	1.42576749616737e-22	-5.23080665418287	7.5888733601002e-71	-2.86458642679729	2.46607331901527e-20	-5.77367188238824	2.00971686727291e-84
dps	-1.94684769816281	4.04454271980392e-23	-2.39751218043779	1.30877450551202e-35	-1.39422345713105	6.81934173409606e-12	-4.0065710444397	1.77806310698581e-98
rhtA	0.849795575672593	0.647442739624359	3.97116838177532	0.054865802573121	0.772196782159615	0.638951562859264	4.92569129455483	0.01416406011046
ompX	-0.359185981982869	0.393178708292551	0.351393310410888	0.274409461871307	-1.23414110891838	1.39664782205971e-05	-0.0302737237168482	0.936037900209661
ybiP	1.27074727463611	0.366985390665634	-3.59687944579679	0.000270042143051898	2.95836678036568	0.00296513822298883	-2.49554936305152	0.0108977365715495
yliL	0.587227930075955	NA	-2.33856564298862	NA	-5.17347232706995	NA	0.0827580444986962	NA
mntR	1.29357434535532	0.0381759694402007	-1.3942327510114	0.0308397423914146	0.831017480498596	0.214272983798839	-1.91820132441806	0.00304983094193044
ybiR	1.61758955860475	0.103895878665903	0.0736845867881538	0.956423112245461	1.79262392398293	0.048503342697257	-0.335193243984559	0.760158051233829
ybiS	-0.411931639805839	0.48667865707008	-1.0058930178063	0.0130059315113846	0.57148069677017	0.206591075884983	-1.16588761187076	0.00390372000528356
ybiT	0.17111700575627	0.832424104357108	-0.267584537404961	0.654259086910686	0.192765603265367	0.784927626275361	1.29228119165811	0.00729713503627697
ybiU	-0.590590978892358	0.655183172477714	-3.3913966384379	1.91094212437212e-05	-1.82551939253584	0.0366615793517535	-3.18983194733777	6.92521329417965e-05
ybiV	0.55649220683259	0.488218979198542	0.257267214807407	0.704759305906726	0.663129143195262	0.314311221082127	-1.35072256182782	0.019750360689093
ybiW	0.833946889223992	0.698443606084682	-0.570558153205797	0.771885930661697	1.18552831232701	0.477513736504267	1.57148058735847	0.337728245341236
ybiY	-4.47194291558471	NA	-2.3385631819702	NA	0.128188185343255	NA	-2.12736352473011	NA
fsaA	1.20717983283563	0.097336388633121	-0.125512223665774	0.915327388046003	0.153678246425478	0.897882198049622	0.931554979300248	0.330509069417872
moeB	1.1049252105778	0.142484158040369	2.44168517248481	0.000771180629355491	0.713979699813437	0.358947999301437	0.851039677465244	0.30713426709038
moeA	0.195297944134219	0.857522203978496	2.04273814196098	0.00526816451297464	-0.422580791106128	0.594719688876348	0.709521430630866	0.400101116123702
iaaA	2.09878530397121	1.16445657305514e-08	1.09424508794242	0.0506988996429736	-0.472530346115908	0.364355697334927	0.358361427689767	0.5764270554234
gsiA	1.97386343334537	3.4964233818428e-06	1.27513867307583	0.0133064759854486	-1.24642211729008	0.0088075131504837	0.156365097629802	0.81057890126244
gsiC	2.01549451221737	1.27204805517802e-05	3.47764688676819	0.000211713765796765	-1.59054342667919	0.00127419144714663	3.61260759274997	0.000114872789894926
gsiD	2.17620135818626	0.0045636260306432	4.03459816776825	0.0323978434238307	-0.521544274143203	0.640970465876185	4.62930825390712	0.01230512928617
yliE	3.12053976676543	5.4024509547551e-05	-3.76178048882818	0.147274623221202	1.51884902274331	0.0972035016054841	3.22921995352594	0.0831429037236036
yliF	2.80032947226815	0.146537566423271	0.490891869155582	0.864337226619589	2.14165585904647	0.26433811158006	2.52469153620733	0.29576195882371
yliG	-0.680431007373447	0.599538596794122	-0.134591483655846	0.912656362680714	-0.668769776381015	0.550542468557877	0.661826842622106	0.530298556446713
yliH	0.552901346141403	0.341694162106954	-1.26976526685184	0.00176980860923506	0.0415157176772541	0.960450532659037	-3.48596391261545	1.12400099371566e-20
yliI	-0.739033765010875	0.313038267036986	-1.03976398549865	0.0649922859530522	1.81617296141413	0.000475058516133149	-1.2604078268884	0.0235065796396679
yliJ	-1.05298309460917	0.0363507989423935	1.22546916005103	0.0211907825254374	-2.06936964787966	1.30954804215401e-06	1.44172922816958	0.00576317540979986
dacC	-0.471728226598236	0.133696614996649	1.75950332712408	2.82599499597123e-12	-0.925835705572252	0.000270151226453572	-0.91509821016001	0.00113047442783389
deoR	0.576968847102889	0.69289148979217	-1.05164438537792	0.320207477477908	1.4771548244255	0.128060449983829	1.52531032124673	0.116067612166748
ybjG	0.168848742884678	0.918408107668484	3.60358209747973	0.0621142894823453	0.940742949013133	0.327458971479658	5.52434677745529	0.00237452160046732
cmr	-0.57609354301172	0.209822596996412	1.20542235387357	0.000890589617975194	-0.803641317085549	0.0426757532211044	-3.14583501747148	7.6377633337254e-16
ybjH	-1.09759950776301	0.673126144722207	3.0528341786265	0.213261446956305	-2.08068196269773	0.281205697550793	-0.647762121573042	0.850252473836028
ybjI	0.860084771319793	0.26104210442573	2.6682916134334	0.00143131375499839	0.605907086196098	0.426169695974822	0.994748528871331	0.30087625826895
ybjJ	1.62019039994264	0.005362923016106	6.67041337350735	7.44009835509364e-05	0.247978884781507	0.799945335026026	6.02433634462194	0.000425707702420497
ybjK	3.26842001625551	0.272565309166851	3.05630004694233	0.305576227570233	1.25570142950214	0.740551834501992	0.483238481529385	0.896452794791849
ybjL	0.0248625320377062	0.974039032413089	-1.72910015812206	1.66940850869007e-07	-0.321152442913903	0.505380323757294	-1.79490895255784	6.48970278549232e-08
ybjM	-1.39045811083745	0.164745841036189	-0.625476817541655	0.681742755407792	-0.602130742493049	0.602694076851189	3.07787650072234	0.0076212166342078
grxA	0.165756670542618	0.818781269521541	-4.94653352906545	3.65877963288964e-50	-1.37694664121799	0.000374698466216483	-5.09952255269536	1.37189419895951e-52
ybjC	1.69412948806248	0.0370611888095517	5.74768238475991	0.0012612428421967	0.574799438811174	0.580629778395272	5.08922413959492	0.00517283497919093
nfsA	0.197805751988923	0.923165138965867	-0.101733700299885	0.9484937337142	0.159688764273175	0.933402289873839	-0.615554456770279	0.636240654035791
rimK	0.61899919267762	0.648227975428483	-0.498788895664672	0.684999844315747	0.487576390808548	0.697272942306626	0.046611586886501	0.971369315858035
ybjN	0.230472602889661	0.837770271701474	-2.61330293609318	5.67983312569053e-06	0.423266859344094	0.619838491010506	-0.887778964891815	0.16288276391459
potF	-1.50299974685101	0.00820816284673265	3.81658336730018	2.18638331172979e-07	-1.1567406629589	0.0481487687490335	3.00800195660211	7.94940328801902e-05
potG	-2.73908180517298	2.35029387612322e-06	4.48215159382642	3.22815464942735e-08	-1.54384420261749	0.0117901908089933	2.24207011496242	0.0119563333688993
potH	-1.05903298993703	0.563157243916831	6.61807400509372	0.000709646690857041	-2.59394928443435	0.0498990780137929	4.1510956442421	0.0469317556057927
potI	-1.52604258609437	0.0489817263696872	1.93209451325481	0.00651572066984078	-2.64835862861645	8.24321346714768e-05	0.0366385458436161	0.970138232787369
ybjO	-0.153549865039888	0.97435788475903	1.84354116403569	0.581402626114159	1.37000722552685	0.698494995875835	3.56327505085363	0.235426644439677
rumB	-1.24064380220063	0.225462668986184	-0.215483502912098	0.847538532363176	0.0758618084649613	0.960470718602104	-2.91619753762467	0.00476708640345069
artJ	-0.336919887479687	0.772389597365497	-0.139694006074942	0.900533093184725	-1.13644187854911	0.127959035050473	1.33855955562609	0.123250709289654
artM	-0.354469065063915	0.553178640245	0.784378080557588	0.113531025112818	0.593812251538186	0.180003434662972	2.28750597360474	1.2218440761392e-07
artQ	-0.556413315550497	0.363697213650798	1.2897409604075	0.0104012450536778	0.378692670931464	0.529692725383594	1.63028724332257	0.000871884079777191
artI	-1.05094806328902	0.0031656642947463	1.12637627844982	0.00299990992253526	0.321162580943077	0.484591762038663	1.30716754122517	0.000449575384082879
artP	-0.692086735032924	0.0603144591129094	1.93590373136509	1.91688061494615e-07	0.741513897364393	0.02762676380939	2.53581231461736	2.78140256093518e-12
ybjP	-1.04327728637658	0.000506651279678543	3.14359901461104	1.40975504930724e-18	-0.900776762093801	0.00326661846753661	2.21539679762646	1.90824382776417e-09
ybjQ	-0.010429106389939	0.99184715966046	0.924444631305103	0.0263193333014155	-0.789603772980374	0.0519271137843014	-1.08543094574325	0.0113126012105828
amiD	-0.373772072878825	0.775792789712991	1.18878412974637	0.163901984360275	-0.967492792409389	0.27072223329959	-0.0694696441471588	0.947656230081857
ybjS	-0.568261750404311	0.666372948300063	-2.71395934697312	0.000452546191124836	0.321173361456213	0.809368729583692	-1.65691754299174	0.0388650891650246
ybjT	-0.561897224461131	0.365812991320569	-2.85463703853707	6.67327632359916e-12	0.716575770175096	0.157537165924652	-0.888035787781604	0.0489151372243327
ltaE	0.285524309291179	0.557875481046109	-0.696083470835908	0.0302759298342836	-0.134564518846772	0.799945335026026	-0.763326219029544	0.0166261688506961
poxB	-1.57314652755801	1.0993809868936e-07	-0.682605436143317	0.032343127185108	-0.452092873575166	0.236054680446581	-1.11713520688208	0.000213936772858824
hcr	-0.694174602684088	0.668538033434315	0.0470814190974732	0.981203547139287	-1.05412172959049	0.397004124669095	-0.702951992140438	0.656974712001037
hcp	-0.27839214414545	0.88076849000894	1.00898421133292	0.572164440266416	-0.751759391924196	0.550542468557877	1.37656383473554	0.416807045922571
ybjE	-0.925549904978903	0.680674755644516	-2.16502772195597	0.250144638544338	0.731350395967746	0.719717373175671	1.14966002521352	0.514142375826411
aqpZ	0.214123898447386	0.944334941513172	2.96619835682907	0.187973589444947	0.225247002993182	0.934446550207388	-0.380671250028716	0.896452794791849
ybjD	-0.21931304060465	0.740201611323021	0.258020851319224	0.603661445309048	-0.586791315179545	0.180532174109638	-1.08032325799946	0.0133951004358891
ybjX	0.400663868715355	0.604589971696958	1.9959625738943	0.000108259821101842	0.0449155123628921	0.962026180449808	0.493596841673823	0.421844697140027
macA	-0.00554704146499037	0.997779374533652	-0.436980817058149	0.595350319714662	-0.656309818672123	0.4787250397548	-2.40235757852302	0.000502750532588788
macB	0.128422343531583	0.879252183614885	-3.99254633961851	7.89438202527851e-28	-0.160602287584336	0.823128957958434	-3.8399957282636	1.2006249544117e-25
cspD	-0.701170447217598	0.795644667245083	-1.1612168235871	0.486623576285391	-6.00325096796131	0.0085847927746395	-1.58559104298004	0.32488528673241
clpS	0.282902700704251	0.496953382391167	-2.22282583384411	2.43627276907901e-19	-0.531886707710063	0.0826798533930429	-1.74836202211691	2.75292013175703e-12
clpA	-0.114583427404949	0.855392252064684	0.742607781212539	0.0193822865904793	-0.963691257840272	0.003041737547677	-1.81595427193815	3.16236617482937e-10
infA	0.470508302544965	0.452366744586876	-5.50766835606162	2.8967202977228e-32	1.16561886485273	0.00756236422546703	-0.905748632601548	0.0363224323391563
aat	-0.262031995061467	0.828528188527607	1.03190877337531	0.20745918810552	0.305910447106061	0.76868838744348	1.16038652503863	0.150121824936298
cydC	-0.257645152563191	0.739383009187186	0.213379633819617	0.733384340864449	-0.122649510129959	0.883164245471144	0.19586177179786	0.74581282552759
cydD	1.27020100550324	0.000287580060710487	1.46819448550785	0.00352892991084451	0.416577726747206	0.360596772355524	1.83402105170609	0.0001759622075042
trxB	0.327645350260885	0.789186158521747	-0.242705045792829	0.821363272504872	0.12426742955442	0.926647613032861	0.237472490173113	0.825916059913584
lrp	0.421495086543916	0.467331387960615	0.37175531598903	0.465183438912669	-0.786418421185871	0.0702202115366798	-0.0764961574867318	0.893509581501861
ftsK	0.222203724665206	0.612935956552496	1.10536304084928	0.000156136642230163	-0.388473693392104	0.235724795573598	0.615194933844273	0.0519801039415429
lolA	-0.047278844415542	0.972301051792424	1.87206843047856	0.0455646231196014	-0.936407314749163	0.215644076086029	1.46622717124268	0.131524463353638
ycaJ	-0.0420163048050364	0.974128448608781	0.858915299184319	0.220810705019986	0.3104508278639	0.764751727559461	-0.146396376877414	0.858938936040665
serS	1.28324870370096	1.27034449236255e-16	-0.889350292475324	6.4758328398973e-08	-0.699341324903782	3.290837883827e-05	-1.03343013387103	2.46163233177765e-10
dmsA	1.04873160061085	0.00167591433752693	-0.335033296186052	0.539649029038406	0.63917556803886	0.0814528951674641	0.48856333167206	0.331098754565536
