	WT-0-1	WT-0-2	WT-1-1	WT-1-2	WT-12-1	WT-12-3	3A-0-1	3A-0-2	3A-1-1	3A-1-2	3A-12-1	3A-12-2	3Amk-0-1	3Amk-0-2	3Amk-1-2	3Amk-1-3	3Amk-12-1	3Amk-12-2
flgK	4.26772732614478	4.45954263895255	2.80161800508958	2.84551338904884	0	1.1129107792482	2.44929610541605	2.32458734202595	1.5153802896284	2.0682312827484	2.90696115098751	2.88572076973949	4.68093812249668	4.38271827991819	1.94129939398166	0.444854140630163	2.45248961633026	0
flgL	5.52720282274417	5.16099529545643	5.0905776548689	4.74174158957413	3.93723827859141	1.58681087029867	3.63854802886709	3.79875415046651	4.40628235838542	3.31659213155648	3.66106155119086	5.04604530608492	5.61156112037297	5.68856219758868	4.09643413617972	3.02815447329655	2.87750269542982	2.49571850769945
rne	7.2392254892896	7.01041927642474	6.40607007560646	5.9882699433498	6.15615760789238	5.42631570729387	7.2277509205453	7.16888703114067	6.80498020612862	6.73495486416643	6.6008849661545	6.36181613849214	6.95919453838028	7.11839002622609	7.51820052163135	7.41680651147063	6.23672780035434	6.52521269385183
yceQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rluC	4.13028260580939	4.85819531064582	2.93598612912936	2.636134220905	0	0	3.85673560745477	4.17909229703003	0	2.46771342815048	0	0	4.5588228831082	4.25671618350236	2.20447137350616	3.86862003428388	2.46113368057701	3.75657688093629
yceF	3.88705304338359	3.81888993728165	5.64050202093886	5.37953684306649	5.17097325141712	6.38743927140413	4.21035346041467	4.5734623586041	5.31469141130977	5.13494913720661	7.09421129625074	6.75683137107212	4.83417769841347	3.83856022406673	4.71961534508402	5.77513496470949	5.92182579835446	6.51088220241012
yceD	11.0044318238581	11.4420569638087	10.3180302669813	10.0324939873471	9.13189828429643	9.13267145882261	11.1470010236256	11.1873573625073	9.99886246108472	10.0061754515927	9.34877891848425	8.98562667330649	11.2385985354806	11.273995340652	10.2709331680359	10.0240900636921	9.95089825369064	9.3069232939535
rpmF	9.67896272266198	9.36259848907551	8.30630748659997	8.72392717221862	8.22557531812766	7.05353767007751	9.45558116607639	9.46780566515912	8.78593802280802	8.8226198124005	8.18432721864495	8.31911003498405	9.47439340182478	9.45389008439157	8.36245103208607	8.77973781694504	9.35514760308958	8.7354537780214
plsX	8.20052214469558	8.39255703352139	7.55320673843806	7.19945785880758	7.60637059351422	6.87062366374471	7.78828855769292	7.97821492020951	7.76277640302634	7.44281892507769	7.66219632864227	7.17573543975453	8.16726291586682	8.17752828679366	7.67016270190232	7.53188392375867	8.06394826025126	6.95890367955294
fabH	8.47657537625983	8.66294601421515	7.27031441815075	7.47842852102537	6.18178568284564	6.11125599277346	7.98472520768985	7.76275365848887	7.53948044654437	7.68244108481833	7.17823924439426	7.36363618457771	8.13776805443408	8.271048314811	7.79790165777994	7.54044130647429	7.73626860706497	7.42643674907212
fabD	9.70847294197925	9.21418719091211	8.49657277289469	7.96219737652382	5.58504834130089	7.55501696007095	8.51429010694807	8.59273829615551	7.96701553314039	7.84177154105602	7.82745264656822	7.67489519444792	8.50817836809939	8.68116943712092	8.66225290108079	7.69060090947098	7.87072444597754	7.26035257623726
fabG	9.68719563857013	9.63490614690086	9.32453939609048	9.22973423759411	7.5741786720142	7.95469933431761	9.41497954190142	9.19852165693258	9.57513104607301	9.31370867045444	8.65834574528968	8.52397939539922	9.43648711123264	9.38690839260499	8.97947999068549	9.51193057045363	9.25731720466684	8.18887519163086
acpP	13.6472327506285	13.9968762903015	13.1495734420501	13.315139723597	12.3538443005026	12.1440496208515	13.4754674099988	13.249889356098	13.607441845852	13.6216721027491	12.8486442239421	13.1553027000153	13.4172651978085	13.4272278500061	13.1670414776315	13.4699719297713	13.4469620371679	12.8465489061928
fabF	10.8056216360122	10.5442496842316	9.80163079933435	9.1880259891946	8.53353002528338	8.16635699824652	10.6393021944402	10.5596756242977	9.94585483583794	9.89855402948245	9.13796539057364	8.89559420747345	10.5550658760673	10.5376738950145	9.88580451055943	9.82907130234624	9.19351123989287	8.94351264837903
pabC	3.13358514748024	3.74765418435858	3.34756757406069	2.49493018076143	0	1.74849787341404	3.11589659231511	3.75496119459613	3.92786223916439	3.07177700739115	4.02717803016078	4.65380284820023	3.86613187552365	3.1304761987532	2.49808432772612	2.61621218870242	0	3.13867321998962
yceG	3.78943676400969	3.43881208380639	2.99793049090389	3.62299594038442	4.64590632618382	5.3961308456323	3.74818181165679	3.67417094059154	3.99415827139364	3.84240832422475	4.68107566422401	4.65963737154578	3.59495548231954	4.46327028281631	3.64220036439664	2.99369115222621	3.36509432613544	4.84885929918174
tmk	3.32097894310891	3.41462270374206	3.91700342096672	2.4935431095333	0	3.31223434510152	3.53713576707818	3.67293758522342	3.49208508811787	2.86967147795139	3.69877136969692	2.44974850115823	3.83687579581045	4.32553251689737	3.84543776759081	3.80202215253168	3.7147538047526	3.9795855198872
holB	4.72151954904149	5.44578945332657	5.4552252738914	4.61552190084459	4.67050266873663	5.8115376040495	4.9719746061634	5.1652263443838	5.34912749690579	4.78500586842669	5.13039530493593	4.95125230126778	4.93023425537611	4.80828306200964	5.20255767133787	3.25805012480366	5.29689467757769	5.34488584589847
ycfH	6.2122271071888	6.09071456976275	6.14973742482144	5.85482113336473	8.06631312735307	7.83655320522295	6.0727283694073	6.13071382728463	5.14826657588103	5.05075378455945	7.36088345379512	7.15212524001272	6.01942595542868	5.67399286876714	6.22878100887092	6.59416047875974	7.20336074381044	7.52400750424799
ptsG	11.8927430919685	11.226448223004	9.36637098556525	9.11739387430336	8.54114252088513	8.37912943204558	11.0090423290375	10.9308239152921	9.54811473319948	9.87619247952025	9.78148054108109	9.68576702788778	10.8720011713581	10.7657703998023	9.08465631638389	8.9934566698166	8.60352690526731	7.98187941642564
fhuE	1.03883737063244	0.692289598921701	2.36037586422728	1.14719802330521	3.75222119498413	0	1.22208487669046	0.93808617590458	1.19408476974516	2.35331317483152	0.982543141548752	2.01896033842031	0.44235861844937	1.91328107084382	1.64723668619352	3.63080727113666	2.57012821731218	3.94840062791089
hinT	9.77975620343138	9.82912944755281	11.1799158861272	10.5759470887866	10.0648093019406	8.71597972247899	9.57269424878505	9.45432056139277	10.2403104770687	10.5091642805	10.3257465869426	10.2210816384145	9.08969016036186	9.21838289767384	9.79321097556169	9.39117909246593	10.1747557453272	9.15517326479504
ycfL	6.30449341425164	6.18657289865395	7.50028943236782	7.38746202141267	5.87825876271678	8.25001195009876	6.45814975750481	6.22479532686354	6.31021491807368	7.15261681681006	4.87142164539914	6.08661258716875	6.38989467081659	6.44920555976209	7.2482823056354	5.99623605457969	7.77119992180777	6.77797557704869
ycfM	5.42706350491781	4.50513430722285	6.56288093371289	6.38186483880559	5.81561904468262	5.19897077400746	5.1641905375366	4.94986591025049	5.28829020756877	6.0688326740227	5.01319881177426	5.48826490541186	5.16880915824379	5.01274720397736	4.75729202835251	5.54787090194699	6.17851574510933	6.28227281183421
thiK	4.61709102739573	4.38096923103459	4.34310958330169	3.75701551752428	0	4.59524983770693	4.13764536120454	4.47928084019995	4.24412487125674	3.75985886511175	2.6279297230846	3.83934353016336	4.69496120840064	4.57583248422833	4.57434806072643	4.19167554588952	4.92438234351603	3.64360047407586
nagZ	6.94806431040251	6.68168238853755	6.4949220651963	6.38931803943894	6.42978091195427	5.51467165378217	6.67802486763157	6.56896509727814	7.0844084157673	6.78424870325022	6.31729304419358	6.86912950578927	6.52923109019159	6.68695553529935	6.56933563546071	5.85809624595314	5.81345996009836	6.39587942633544
ycfP	9.41751260756298	9.64646042290915	9.54513239107591	9.78897581120589	9.33319344982427	9.88879367801751	9.27036896656681	9.45033539801549	10.3167663500774	10.5949974488462	10.746465214368	11.1882232946169	9.77773344598979	9.93517176171891	9.64579939476935	10.1827719173786	10.0828809140131	9.95768880236393
ndh	6.68877174961332	6.45523076838646	5.03128413861602	5.76143605085082	5.55634959423642	5.8971247663434	7.43985898586621	7.30521666296008	6.44457370539439	6.48032846436382	6.21034196816826	5.92242791329241	6.99189009058438	7.06804594489386	7.01653988024035	6.77800936149506	6.05830341726378	5.25975207120986
ycfJ	2.10596494560802	1.22159985108722	2.06262350895476	2.33839130571751	6.99416536630247	6.09301991084352	4.22810820069141	3.64365717709167	2.42033437372351	1.68814681190567	3.27911502900537	4.15406092430194	4.56437946041035	5.29396301975748	5.37327673884786	3.02631875029776	3.29464966446187	3.00475735401593
ycfQ	2.93237619828581	4.06753735829781	4.7815627909952	5.09294104175658	5.7222541579507	6.51728250216294	4.25476210231872	3.82057825412253	5.84408302091269	6.2988821304609	4.84233774680172	6.05824428034993	4.02253139206779	4.26733720713587	6.92098314396191	7.79989373434966	6.87266072146817	7.06468180367977
bhsA	2.74340045363716	2.63865982839739	6.25497444807944	6.26347024344889	12.4546417537432	12.1233329416937	3.23460596012427	1.51159098648931	7.1145074699978	7.95824544846005	8.41215369696246	8.17871073113088	4.16748911632691	3.21148053520739	9.96663256586031	10.1182269739821	9.49927916534503	9.00358909638738
ycfS	3.28512815005694	3.96448582698632	1.80007569340537	3.0593371157561	6.87873659749012	4.63783418062459	3.14961681884823	3.0293310174412	0.315975944540656	0.392348777334359	5.34445521479349	5.36787441260436	4.01809678003935	4.48469780862661	3.60181531595761	1.9196514117723	3.66867294446709	4.2315580194111
mfd	6.05396144217483	5.83735606078891	4.72056886505312	4.9791951964059	9.11684243593722	9.32650922903705	5.04837455279683	5.31302638520422	5.7683910452782	5.37264015359267	5.43087028956588	5.14660044450748	5.31337314754742	5.40805765139829	5.89367846642172	5.95580284577512	6.11186049622259	6.05701602370583
ycfT	0.833462815627435	0.223344305149877	1.51796546613767	0	0	0	0.097188748831201	1.22288862188393	0	0	0	0	1.23807435238425	0	0	2.2839325484845	2.07810420838643	0
lolC	6.4297324665039	6.396517683774	4.89510614489035	3.82497219129123	2.47337175150183	2.53086300900128	6.02079410842841	6.08970378136968	5.08356687109199	4.38382966906051	5.8036893142258	5.63087925912112	6.16061996823508	5.67309863532343	4.72699876294498	4.83096790273536	5.62379666931632	5.22348988552134
lolD	6.50579782998414	6.13266381062113	4.5487519802665	4.9791951964059	2.29036433290817	4.81924685262884	5.83759532803096	5.71248776732712	4.46565252622036	4.08976116288704	5.00248136020962	4.5514888010388	6.01449711149658	6.24111790955424	5.05258077064054	4.85361946808144	4.57301588638993	4.76149186333005
lolE	5.52175094935274	5.99291975989901	5.30980878641966	5.14740321541888	4.52005159493938	4.6762468297052	5.20511825317473	5.41489101269577	4.87383299536827	5.46783245835238	5.72369632517678	5.80355393192433	5.82130785467757	5.83659391836908	4.97130277189803	5.01072258084813	5.84029078340098	5.95308153918587
ycfX	6.59647601227158	6.41270219730272	6.89233879196389	6.61655670372924	6.45736628500718	5.94924833280473	6.0709683096606	6.39693688203098	5.97992156055976	6.31813759819008	6.6758371292467	6.76647141727155	6.37040206641794	6.56040029521363	6.06046532330384	5.6944154388182	6.9799459631122	7.1613476271511
cobB	6.39416093096404	6.41527571516078	6.37189698861867	5.7222951855929	2.9078250724367	3.33673844990722	6.01384826605945	5.95311381879604	3.70407511097088	5.68762979189278	6.40881657079329	5.68927037480154	5.97139089562348	6.05133152935789	4.90074365899471	5.19759559018813	5.74235196904116	4.81259683946718
ycfZ	0.84664180471844	0.650575280276525	0	0	0	0	0.560025947345223	0	2.09664184484821	0	0	0	0.361279218640711	1.58059247472489	0.252081093322181	2.36151855019931	1.67503633690356	0
ymfA	2.14024509962829	1.46025065629295	1.40633247056103	1.42959622568617	2.78941807981567	0	0.571433275059198	0	0	0	1.51121197935092	1.02409753560696	0.979625698140861	1.43298313767524	2.09105037829761	0	2.24660758810173	0
potD	6.85428882473266	6.57560150944179	7.95421786246441	7.41112426617778	3.14211894403279	4.82719963866488	6.55898341315693	6.37382161297741	6.60123898616862	6.84072362114293	7.73399705089441	7.59267232336336	6.40131232856224	6.33888660289021	6.4578159831211	4.51311815358755	5.90900487508429	4.93524941617484
potC	5.66248655293195	5.76507336282482	5.72569695966259	6.61543283710162	5.51332917384685	3.03805785358281	4.96874141124593	4.944798705836	7.04743394664578	6.81161123667509	6.16942748146785	6.67127979034934	5.29006531960128	5.59336812710838	5.42208868573212	5.01654982787048	6.10899545230592	5.4047362353259
potB	6.45125506676007	7.1724654178848	5.22224880382286	5.95236988902073	6.15081012812572	5.82531028238983	5.20024348607838	6.24231237859895	5.86438536438154	6.30339985073943	6.42115071222414	5.97229440675055	6.86295733211217	6.83768954989624	6.65425842718156	6.88632500914244	6.05634472493923	5.83326577452697
potA	4.02096810576015	4.48739437475714	2.44450900190614	3.51863602327738	3.03712765938724	3.23367894316716	3.576168117363	3.65465992896646	3.07767233609922	4.00368774020502	3.47908346708145	3.29578629156519	4.35407231552565	4.56664243777624	2.01693279605266	4.88075750819563	4.2960370571192	4.00152263159736
ycfD	6.87174241639482	6.53038445052645	6.94351759998465	7.2150206735478	8.47778346879621	8.18312339638528	7.06692870391916	6.886541686206	6.74156342893789	6.75258713916083	7.89695641150067	8.20928558357259	6.82477688239853	6.70186358564309	7.27733027053831	7.09252334751375	7.05386216294395	7.31118274623655
phoQ	5.14053565729503	5.14325785488134	6.2435790229762	6.29952889746835	8.17481058320867	7.86979112843404	5.34337641996689	5.42325263033923	6.08597629777075	6.18124385210429	4.83303301166661	4.61676629921627	5.4952200874638	5.29163907493404	6.686115475585	6.01355481137587	5.69029361403135	6.22911706093186
phoP	7.0000491687713	6.67269243889968	7.88811914071154	8.01960723326996	9.59516808452983	9.08082202019984	7.07187405683847	7.1981492372233	8.33452997036432	8.29039701380347	8.96310425144132	9.08542823899398	6.87574344348221	6.97029738321247	7.94390077771779	7.82500888210245	7.22606779632476	7.31374049684486
purB	5.47795110411202	5.39419154201204	4.12173884940186	3.92167908611934	2.31773007910849	4.98531575821727	4.55740789660531	4.17555043812932	2.40225156973515	2.78840081320265	4.23051286395268	5.0000702118377	4.87839006462047	5.2288469563542	3.95452423311823	4.29448205726302	4.95315085639274	4.41245239666734
hflD	5.03353475959394	5.56934096188874	5.0853975377628	4.12289999550568	4.93134213480738	3.97732877717314	5.03397105101618	4.72806123737724	5.00881613773976	4.18040196880849	5.19463907273485	5.61187253539188	5.00046310477857	4.50106227200825	4.85280223274626	5.25213118781702	6.70711644947519	6.30508364079587
trmU	7.0368434622972	7.51702756305676	5.52659031871563	5.23049606530876	6.68618149121694	6.80969926490793	6.99795594451366	7.00597655898106	5.7991894815369	5.13946612092448	5.22358222862938	5.99089304559146	7.38499667881845	7.28594051545663	6.64367614389169	6.82481254240275	5.79320537797869	6.39983389741852
nudJ	3.84862321387494	4.46066000081968	2.10475585476448	0.420878631683812	2.78941807981567	2.36115408745955	4.28303033577841	3.76685954396655	1.01262080114844	2.47141365797331	4.06429648631538	4.43787599682844	4.37030819145587	3.71624185564689	4.65124138269455	4.03761989239738	3.23690989883343	0
ymfC	4.48211845173724	5.14447892301707	3.52285164199027	3.40215050593423	0	2.77527877096982	4.55030179457498	4.93783675350257	2.96881718101439	2.15078094186848	3.88028509306932	4.32089602584592	4.83975973764388	5.17674736217762	5.03501606623632	4.35896573623563	3.83087086025966	4.27588926198944
icd	9.58722622569732	9.36100447120578	11.9645743761819	11.2602901549777	8.26573594849348	7.74353996209652	9.96414642425468	10.0000552643106	11.1113426778666	11.6660001018989	11.2138925243558	10.9920282704308	9.36748322702045	9.29648823138035	11.9487454771649	11.2494651503244	9.38954666027852	9.06373834656671
ymfD	2.98831542945816	3.93645484442356	0	2.56916444022411	0	0	3.62646203156566	3.96622952206246	0	0.293071182521502	0	0	3.88965678809482	3.90527851070394	1.80241218981459	4.05330023718422	2.29204759206775	0.963116546769545
ymfE	3.28512815005694	3.65841092924787	1.32570351410338	0	0	4.83119374295076	4.42166195423879	3.82535245867479	3.18673736308164	2.72333133033783	0	0	4.01450171937369	4.18979203321887	0.721858628283166	0.889959251811249	2.41983449747492	2.68964263681842
lit	2.10026942286521	3.02516724176751	2.80137641819387	0.608965089813441	0	4.61598449738576	2.52905239927201	2.73618576784252	0.60962242829864	2.23008374037758	0.563790518090242	0	2.95992683267437	2.9592801971155	2.33456727283611	2.93390665619054	4.81246975776142	2.73527626959637
intE	0.7207258376452	0.720300526894972	1.24669593387444	0	0	0	1.25459254962995	1.057300867048	0	0	0	0	0.157683402207269	1.18255644781669	3.15443597942872	2.12427293038601	0	2.77723101133907
xisE	1.43667127828042	1.49953219221147	0	0	0	0	2.11991288117542	0	4.02577408178428	3.1582647672698	0	0	2.58971205826566	2.47536892143701	0	1.14199382465805	0	2.61854074208826
ymfH	1.00676599427722	0	0.688000020448186	2.46320312510532	0	4.2766034020911	0.310205371149974	0	0.810151301248709	2.27694471789422	3.20483933093265	0	0	2.08291475979343	0	0	0	0
ymfI	7.6760243863313	7.25700184916009	9.44496028502139	10.4915459210659	7.95792123774863	8.84346074461298	7.69756936417507	7.33131850791176	10.0593643683596	9.84471343204789	9.34916032649303	9.55507716360715	7.40700623374112	6.97725704943577	8.39503696656256	9.0653999066707	9.27513607088263	9.66335851317922
ymfJ	4.46358988757083	4.5842165201495	5.07467664904753	6.26623248212241	3.29888652891844	0	3.93457089420105	3.67212035573409	0	4.74041512537284	0	0	4.94442995520773	3.77705878610788	3.66676867422484	6.17191075383179	0	3.73109496340049
ymfK	4.36428186448355	3.49272474252682	4.88393672066015	6.22358593191857	2.33555990590702	6.51770523879072	4.01707856930236	3.79473492943003	7.34501956948425	6.55301281178767	6.89227095723612	6.99596740789517	4.27010496926583	5.04069522648938	5.85012052860138	6.31705174672581	5.93656254150151	6.09705597680428
croE	0	0	0	0.830744086790842	0	0	0	0	0	0	0	0	0	0	0	0	2.89860773253217	0
ymfL	0	0	0	0	0	0	0.619662013491911	0	0	0	1.34035116992295	0	0	0	0	0	0	0
ymfM	0	0	0.643746325567773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ymfN	0.386206775197385	0	0.876701030207928	0	0	4.26051096543802	0	0.0973783096515217	0.754723354720694	0.150116573372516	1.1698577315977	0	0	0.927681494617147	0.150710609153856	0	0	0
ymfR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ymfO	0	0.962330333923547	0.264361800771878	0	0	0	1.36680311805247	0.488572008499509	0	0	0.927383012712987	0	0	0	0	0	0	0
ymfP	0	0.940096395987252	0	0	0	0	0.563578118402531	0.314980968141453	0	0	0	0.686984372237707	0	0	0.253852317280678	0	0	0
ymfQ	0	0	0	0	0	0	0.713424111975226	0	0	0	1.67451655749432	0	0.253261451743354	1.22811012722333	0	0	0	1.05726885008792
stfP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tfaP	2.71776505495665	0.902057716297699	0.941858116688612	1.86636202678885	0	5.41135927508479	1.57947230385059	2.08075480892702	3.41307885198044	2.41905961080927	3.50146720972092	4.72125019391792	0.625104003374055	0.345988517229459	2.42393954986331	0	0	0
tfaE	0	0	0.396339762400817	0.830744086790842	2.46747459483114	0	0.319893457563183	0.212151966612902	0	0.582611735935514	2.88363283917579	2.52403202164886	0.456638463437572	0	2.8570638650526	2.30416064896725	0	1.03472281477452
stfE	0	0	0	0	0	0	0.503981814618244	0	0	0	0	2.85304154506942	0	0	0	0	0	0
pinE	0	0.979687220009747	0.426005346821594	0	0	0	1.65885630382239	1.84065797493869	1.98721621270588	0	0	0	0	0.265637855423272	0	0	0	1.71318558622955
mcrA	4.91659371637937	5.91139588462098	4.65712174266132	4.42315582848066	3.43662635508948	2.48138637432908	5.9059221419403	5.61781802563563	6.11870259446941	5.66745764840723	2.35060339673035	0.653168167563749	5.67828894682627	5.39807607424755	5.01917941335294	6.18094191412315	4.93393982214228	4.6150432588219
elbA	0	0	0	0	0	0	0	1.86925877719522	0	0	0	4.33353043609802	0	0	0	0	0	0
ycgX	0.602560228752688	1.78328692239697	0	2.03257348312471	0	3.3840969758865	0.79842275278865	1.84578417853574	0	0	3.06837308476614	0	1.25455414615782	0.352808543446189	0	3.18008412960382	0	1.35694807825397
ycgE	4.58171048315415	3.59155236408574	5.21731314700357	4.59036430623508	6.8197817691358	6.98134296611289	4.75876465785113	5.01432803378642	5.53224911164828	5.13850467015645	6.46915511258695	6.18517236411537	5.12486171753571	4.57525915068994	5.84780832763627	5.64603578047879	6.12014017636808	5.69961743080724
ycgF	2.48300629988923	2.25806321771459	3.88398423743109	5.13824256660133	6.709998098033	6.4291703121154	3.16447336717874	3.34235195355165	4.41711337425843	3.7550094327187	6.34720575055559	6.25284640730326	3.48396707937413	2.23360189589397	3.41880801558788	5.48694548534861	5.33143615917087	4.55064574187866
ycgZ	3.0156237381014	3.71591743542921	5.39318756048377	4.87746699521408	7.62182614378285	8.37378170478534	3.15298205829309	2.97304958028999	3.79634339777437	3.70336809380441	9.88586495028676	9.68144800393724	3.38866801793516	4.83081028490578	8.25481970163159	8.48891981243226	9.79466207674914	9.53678514732296
ymgA	0	0	2.99700557962518	5.30042404878199	4.3933442875085	0	2.35397260176454	0.43285816438698	0	0	9.71739542582663	9.78284433103051	1.61167096108012	0.496717730166604	5.73931129510322	5.79116086685759	7.10102241821755	7.35003965100666
ariR	0	0	1.47772177958367	0.665519143356438	0	0	0	0	0	0	7.08196903014039	7.40199649877932	0	0	3.55085387719252	0	5.19561780037322	3.38871718843877
ymgC	0	0.444771355680771	2.90843551853637	0	0	0	0	0	0	0	6.83672883452894	6.95125204660312	0	0.536663858096692	0.682551166059189	5.49555927350876	4.84795116944301	5.69469708406252
ycgG	0.555079226986978	0.545304395037069	1.26305067924362	0.262879463820033	1.45659503588365	1.783023922866	0.363740875036011	0.242445722313315	0	1.28505460436352	1.78939137233732	2.47880650541807	1.44385582095666	0	0	0	3.65568653135591	3.88066533497536
ymgF	4.64198112330446	5.61576876334486	7.13222311498202	7.41849898118563	0	6.14634285661597	6.68907675418234	6.10031348084842	7.45021746468019	6.85896314490992	7.65853119054049	7.70156409162041	6.33009024657614	4.78877923624945	7.05600852487335	8.53563351261164	4.84077960773125	6.6319399366602
ycgH	1.61735495142087	1.85662377060938	1.59844206776562	1.4470746834926	4.423082734452	3.93651128331525	2.63682359025449	2.78061666242286	2.11575741500815	2.50321054696184	3.7144259637323	4.28097049622285	1.93766225879987	1.68277986076808	3.08381337583779	2.96063281397352	3.71177491843333	3.38794573386655
ymgD	3.67471321951807	4.52792589119126	3.27288619052797	3.39022655800037	0	5.37679591640057	3.33227596741326	2.56582633527507	0.775936354881652	0.932948512571236	4.5248710118938	3.65274948583044	4.53056691296448	4.22345822160784	4.4290577915801	0	3.67793856588138	3.11523133777842
ymgG	4.13548875922277	4.2466132778414	0.738929859222859	2.10256333071134	0	0	3.45669869427333	1.00397436545381	0	0.610098891508825	0	0	3.01616585602505	1.36444803659346	0	0	0	2.44300754880783
ymgH	0	0.490586311375275	0	0.769730172654856	0	0	1.42528348065389	0	0	0	0	4.18661852342156	0	0	0	0	0	0
ypjA	2.01052060846201	1.97745415199661	3.03923740716258	3.39188708671589	5.61805071406235	4.03680356667762	2.44952573500715	2.32570538926489	3.0672001595024	3.479449910155	5.34144283325933	5.51047890539374	2.31551798585391	3.02540703304316	3.1581235989629	3.42813570307799	2.87455289585158	2.86914858687194
minE	5.62528651555675	5.79582557199955	5.29281253057337	5.52771775411533	0	3.02853546156385	5.91711164233452	5.30884782310825	5.52039002935987	5.48620672374534	6.47661510008896	7.13455855953661	6.21254267468009	5.77584515517296	5.19156276484703	4.39333787688606	5.06204566426257	5.91196565563363
minD	8.61085633108136	8.31221971197004	7.51083915536313	6.96762742863063	5.11288527251487	6.25255283309749	8.39981781289753	8.1765962959223	7.60521531772929	8.12638801542262	8.76412037849977	8.19157618050896	7.87002134221531	7.76787503297391	7.60318359867744	6.88088043991722	6.54829732206378	6.74903953806977
minC	5.03673009368115	5.29421909086587	4.22247482823419	3.55986388117284	3.67536869839728	3.20788553066204	5.39130597682252	4.91808468724057	5.11989121946459	4.83737437454885	6.25820284303488	5.76871436777578	4.70047173433384	4.64503612560691	5.07389342567969	4.27367710774151	3.67921192529235	5.07507111648409
ycgJ	6.53304346427993	6.66725195164915	7.88785925591179	7.95077081172296	5.91244008929129	4.7497152976633	6.98819330470249	7.27398728770516	7.56163215037901	7.64826204649393	6.70184153446524	6.68989391022338	6.61990322515958	6.68032965620195	7.59148978342317	8.43865036043068	5.3935098844687	5.93030369688095
ycgK	2.91235643591336	3.10511219126954	5.44112082546473	6.3083307891401	9.14230651603859	8.50147928347033	3.10991708173001	2.58257211155637	6.64123500850597	5.651287879648	8.24312435859174	8.37179941755721	2.65669128092243	3.2708973943051	6.9961238871584	7.34639839568732	7.05928835240575	7.51945759761111
ycgL	2.89154732421644	2.43280904579968	2.57426145437171	0	3.22571690736966	0	2.69891361101744	2.34758584482235	4.49601979709095	1.50336393722095	4.06063167114119	4.42264582414625	2.35604718010385	4.312668995486	1.2521782440522	0	0	0
ycgM	5.28005145577461	5.2396575158584	5.98954884581849	4.59918353776822	7.06029164424057	6.86862176283084	5.51347559786187	5.34028655187092	4.17753711634632	4.85584508039869	8.00830800435604	7.59598461941752	4.98260769678573	4.49764838650902	4.48894084278475	4.10381992527659	6.16576931378365	5.33213852396282
ycgN	5.34923465294592	5.93855793357123	6.41944654849683	7.28360125427525	8.61210022960416	8.24346093462315	5.62281072557501	5.98266104114799	6.24396621011275	5.93240181114181	8.54997634916732	8.28126263941092	5.83003570006144	5.7981616079453	6.51797117175811	6.83415294056774	6.44543029229195	6.95641157917149
hlyE	1.18026201876273	1.52265735706759	3.28980549876903	1.83753893470511	0	0	1.5702566825733	0.878082629503901	1.19452995626494	1.40320607252817	1.2667157762272	2.64072268925428	0.167477171797673	2.02706140065437	2.40450239483327	1.56228123725124	2.39761372758751	2.54936844732275
umuD	0	0	1.60532753179932	0	0	0	1.72970323001323	1.49544311928122	0	0	4.34608197531299	0	0	0	0	0	0	2.81201534386148
umuC	0.802832809635402	0.511086363863363	1.27930763483626	1.9854252885574	3.26478177194867	2.00463618007082	0.821075075533085	1.60047360857128	3.30613584606657	3.11834584736435	3.88858716306564	3.74619496093793	1.79783827749476	0.6950394471728	1.75451772195057	3.63966337601651	2.83521681538658	2.45547884681288
dsbB	6.30182748043486	6.56435877825579	5.62847085855257	5.68364069671564	6.38061493933085	5.34345870317713	6.03462504371899	6.31168714071578	5.82722944139579	5.24827021258895	4.60558311372358	6.15280287569404	6.91733086955078	7.2285300588326	5.61304372700729	6.2032837507061	6.32245302221294	7.12046225862683
nhaB	5.79699574731893	6.05488645531388	3.82448939416422	3.35553495799456	3.30140592874197	2.84772992524302	5.75753922356005	6.00699516678001	5.8956947015846	6.0118354987485	5.50316596203806	4.46335178969549	5.94588975768125	5.65971499786426	5.28907179430396	5.35920574180843	5.27034280448248	4.45386196232892
fadR	6.43848997907175	6.65326252084444	4.48850254297948	5.21263686936094	5.28336673279292	5.68501011332895	6.40924581622991	6.50913474932118	5.76061544227119	5.22734297400971	4.62924042474145	4.47411386982978	6.1966415790084	6.02345881501561	4.78508088257939	5.53473857148904	4.95620928496395	5.74680126938984
ycgB	4.28460566169731	3.49365988356947	9.39190816672753	9.24430895147807	8.51704504318543	8.33417963501174	4.55201070468995	4.7738872885881	7.8707716481929	8.04192426188519	9.95905869268732	9.95955273595063	5.02511152748457	4.75789041635763	6.44913454857053	6.25793467701349	7.91214641384357	7.86569151029472
dadA	2.46613133672196	1.62130134593036	5.59708277866165	5.4237749464921	4.82484125778763	5.75433390397162	3.05611505133149	3.29636940237267	5.85348618861062	6.08214353427273	6.47882966283698	6.15419202745275	2.93629000084845	3.06039213395933	4.84958208732212	5.45836529086833	4.96841075578617	5.96206820616373
